Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
delta_rise=0.0_fall=1.0,6.375,2.54644359843292,forage_phonologicaldynamicglobal,5.114487888922863,2.564458519033516,5.4413734025053,2.181915323579599,-0.22068927289989218,0.3948710711256096
delta_rise=0.0_fall=1.0,6.375,2.54644359843292,forage_phonologicaldynamiclocal,5.162324722026701,2.565040033910878,5.782808277319294,2.2636719268703263,-0.2717696789807097,0.38466242694961145
delta_rise=0.0_fall=1.0,6.375,2.54644359843292,forage_phonologicaldynamicswitch,5.091663875719156,2.099424345691643,4.20035824365298,0.5848216698361192,-0.14136142311460756,0.5864079288268906
delta_rise=0.25_fall=0.0,11.03125,3.7706462890995227,forage_dynamic,5.234309258444249,2.104620461889936,4.592236837136639,0.6285881823028384,,
delta_rise=0.25_fall=0.0,11.03125,3.7706462890995227,forage_phonologicaldynamicglobal,5.240760193145132,2.5691302849890123,5.819267658772839,2.1039784282373053,-0.22039913165904884,0.454669626427227
delta_rise=0.25_fall=0.0,11.03125,3.7706462890995227,forage_phonologicaldynamiclocal,5.3418651491695455,2.5724306949331033,6.811214678974796,2.2463841803323583,-0.4930301822573243,0.7171356160271151
delta_rise=0.25_fall=0.0,11.03125,3.7706462890995227,forage_phonologicaldynamicswitch,5.199855805889043,2.1030771373511574,4.592535545419987,0.629054729296861,-0.045324872246246636,0.13131507934020883
delta_rise=0.25_fall=0.25,10.53125,3.707967561549049,forage_dynamic,5.212433003456167,2.1018730547446496,4.549715092456762,0.6020437689098009,,
delta_rise=0.25_fall=0.25,10.53125,3.707967561549049,forage_phonologicaldynamicglobal,5.217533314414067,2.5679166286051123,5.798139143579268,2.1045630624088987,-0.23130092598509433,0.4971191627089506
delta_rise=0.25_fall=0.25,10.53125,3.707967561549049,forage_phonologicaldynamiclocal,5.313314817633288,2.571788429944239,6.749860879919385,2.2733215128140514,-0.46803822357835173,0.657187139361509
delta_rise=0.25_fall=0.25,10.53125,3.707967561549049,forage_phonologicaldynamicswitch,5.182917257663765,2.102404002735436,4.550243389552062,0.602503596471729,-0.04116321329300566,0.12698119912660644
delta_rise=0.25_fall=0.5,9.21875,2.9972317957575454,forage_dynamic,5.171684420675234,2.1017998776287707,4.457809288777754,0.56546831564555,,
delta_rise=0.25_fall=0.5,9.21875,2.9972317957575454,forage_phonologicaldynamicglobal,5.177401599749645,2.567577798658439,5.729445335417484,2.11982932740149,-0.21801497800330194,0.3956871240266933
delta_rise=0.25_fall=0.5,9.21875,2.9972317957575454,forage_phonologicaldynamiclocal,5.26119103817591,2.568409862836492,6.568677996171819,2.28164843510366,-0.46562106487592414,0.6858601104739588
delta_rise=0.25_fall=0.5,9.21875,2.9972317957575454,forage_phonologicaldynamicswitch,5.145824031520177,2.1034668902132996,4.458523373444436,0.5657983028756004,-0.047429174875577934,0.11321287253743822
delta_rise=0.25_fall=0.75,7.90625,2.708313301207968,forage_dynamic,5.156147533906693,2.110134680867217,4.351511026322831,0.5745403803753237,,
delta_rise=0.25_fall=0.75,7.90625,2.708313301207968,forage_phonologicaldynamicglobal,5.158235420343388,2.5714739224510925,5.6087297496334205,2.140948123891293,-0.22267915133041966,0.4133874762120378
delta_rise=0.25_fall=0.75,7.90625,2.708313301207968,forage_phonologicaldynamiclocal,5.226788915008527,2.573136288211619,6.144599835031049,2.283787043184811,-0.3698348148469938,0.5906504432757942
delta_rise=0.25_fall=0.75,7.90625,2.708313301207968,forage_phonologicaldynamicswitch,5.130005932321007,2.1093539739455323,4.352185956924998,0.5749580926363765,-0.041755393648305834,0.1652781840555409
delta_rise=0.25_fall=1.0,6.71875,2.6953011775124502,forage_dynamic,5.125138531800388,2.1000312492107054,4.242759253356043,0.6087558530785177,,
delta_rise=0.25_fall=1.0,6.71875,2.6953011775124502,forage_phonologicaldynamicglobal,5.1248820287335075,2.5662148514991405,5.492642939466834,2.176392120881544,-0.2188726186307756,0.3844074710015217
delta_rise=0.25_fall=1.0,6.71875,2.6953011775124502,forage_phonologicaldynamiclocal,5.1744672382130705,2.5682154030629185,5.9585699978046485,2.315582252820915,-0.29730271829511173,0.4135821906610502
delta_rise=0.25_fall=1.0,6.71875,2.6953011775124502,forage_phonologicaldynamicswitch,5.107958244019737,2.102311780207232,4.243226813029063,0.6093510964786701,-0.01898013932429267,0.17914773024195338
delta_rise=0.5_fall=0.0,12.1875,4.164113801278731,forage_dynamic,5.24748817118074,2.1052011850010426,4.764052337351622,0.6302036668792484,,
delta_rise=0.5_fall=0.0,12.1875,4.164113801278731,forage_phonologicaldynamicglobal,5.252195474476923,2.568731826577838,6.009605329339306,2.066325267332645,-0.208725313233407,0.39994254716284894
delta_rise=0.5_fall=0.0,12.1875,4.164113801278731,forage_phonologicaldynamiclocal,5.381188283005161,2.5748695931289496,7.386259562578073,2.332724955253973,-0.610078975569103,0.841136515245849
delta_rise=0.5_fall=0.0,12.1875,4.164113801278731,forage_phonologicaldynamicswitch,5.207912088937701,2.1030889152664907,4.764660782213824,0.6298412912891275,-0.05149008938097781,0.10428948285092901
delta_rise=0.5_fall=0.25,11.8125,4.1790960446010335,forage_dynamic,5.229018806394684,2.104104112174313,4.733821998006535,0.6302761035585225,,
delta_rise=0.5_fall=0.25,11.8125,4.1790960446010335,forage_phonologicaldynamicglobal,5.233907895231174,2.569267424108124,6.007902306498504,2.0713113890680432,-0.21913217989001663,0.43616940214431293
delta_rise=0.5_fall=0.25,11.8125,4.1790960446010335,forage_phonologicaldynamiclocal,5.362169232515943,2.5764432365274077,7.38320502408244,2.3738600866883424,-0.5932503475639134,0.8022335658668971
delta_rise=0.5_fall=0.25,11.8125,4.1790960446010335,forage_phonologicaldynamicswitch,5.194984328651165,2.1041480025953043,4.734599100511731,0.6299584679260203,-0.021631521338816604,0.2051525554803047
delta_rise=0.5_fall=0.5,10.65625,3.7216375344060575,forage_dynamic,5.191542911360934,2.111479838590067,4.647229938288045,0.6015020594914503,,
delta_rise=0.5_fall=0.5,10.65625,3.7216375344060575,forage_phonologicaldynamicglobal,5.196114624618151,2.5754301452172466,5.952889633672581,2.0940336023044748,-0.22442181545929626,0.43395126228944775
delta_rise=0.5_fall=0.5,10.65625,3.7216375344060575,forage_phonologicaldynamiclocal,5.318406481505694,2.582982110289184,7.293711943711492,2.4581029348167998,-0.5733111551638024,0.7468058661817485
delta_rise=0.5_fall=0.5,10.65625,3.7216375344060575,forage_phonologicaldynamicswitch,5.161774673584164,2.1123401958599795,4.648075532427218,0.6011085302307406,-0.03271718985776729,0.1461434778152014
delta_rise=0.5_fall=0.75,9.53125,3.553030176834979,forage_dynamic,5.169438084926159,2.1239507328765272,4.547286084802703,0.6018428441437464,,
delta_rise=0.5_fall=0.75,9.53125,3.553030176834979,forage_phonologicaldynamicglobal,5.169776403864729,2.5843600661603445,5.851518761610635,2.112076652322782,-0.2246172153050038,0.42256104505612035
delta_rise=0.5_fall=0.75,9.53125,3.553030176834979,forage_phonologicaldynamiclocal,5.265460907602548,2.5925978806515153,6.824353860997825,2.400135423702038,-0.485449515414608,0.7062879257671348
delta_rise=0.5_fall=0.75,9.53125,3.553030176834979,forage_phonologicaldynamicswitch,5.1401649962168605,2.12382078757419,4.548332069197972,0.6016270289597808,-0.028247920241018343,0.18912862343784903
delta_rise=0.5_fall=1.0,8.5625,3.4994419197923547,forage_dynamic,5.138498710934364,2.111539848554132,4.4659098269009165,0.5976867335479485,,
delta_rise=0.5_fall=1.0,8.5625,3.4994419197923547,forage_phonologicaldynamicglobal,5.134692564069434,2.5769435001131717,5.779089554381064,2.1148695632673844,-0.2212752683750467,0.3858786362700937
delta_rise=0.5_fall=1.0,8.5625,3.4994419197923547,forage_phonologicaldynamiclocal,5.213813783224242,2.586374357965046,6.636817535092351,2.3932505085707096,-0.4205977560907057,0.6287054760978469
delta_rise=0.5_fall=1.0,8.5625,3.4994419197923547,forage_phonologicaldynamicswitch,5.11453861643271,2.112516811391001,4.4667619052173295,0.5974750079671576,-0.010370624581573201,0.21403161271375212
delta_rise=0.75_fall=0.0,12.9375,4.6498487878639665,forage_dynamic,5.25453292121616,2.1123097856957904,4.82098487070376,0.6352159481457927,,
delta_rise=0.75_fall=0.0,12.9375,4.6498487878639665,forage_phonologicaldynamicglobal,5.258735094522898,2.5735598777069666,6.055313346052447,2.0538793158558226,-0.21185015771772236,0.4350168025247577
delta_rise=0.75_fall=0.0,12.9375,4.6498487878639665,forage_phonologicaldynamiclocal,5.4080911732007735,2.577598063694726,7.724943051333301,2.3569495775051954,-0.617132706893056,0.7830513803433514
delta_rise=0.75_fall=0.0,12.9375,4.6498487878639665,forage_phonologicaldynamicswitch,5.214997899666989,2.108544741311235,4.821591414465076,0.6345376983342733,-0.036512964075527385,0.13759834744839772
delta_rise=0.75_fall=0.25,12.53125,4.716887049474473,forage_dynamic,5.23100690130269,2.1076280930887203,4.783276609784526,0.6311828665107281,,
