Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
multimodal_alpha=0.30000000000000004,6.182291666666667,2.0547452595388127,forage_phonologicaldynamicglobal,7.707059452380567,2.000472400371902,4.435635124289196,1.0002349832083934,-0.0882688244570503,0.09295010927605368
multimodal_alpha=0.30000000000000004,6.182291666666667,2.0547452595388127,forage_phonologicaldynamiclocal,7.796393602110075,2.0068413248790757,4.186131992134401,1.0421477096473621,-0.03669840690429404,0.11449078936816152
multimodal_alpha=0.30000000000000004,6.182291666666667,2.0547452595388127,forage_phonologicaldynamicswitch,7.717403987109667,2.013052495799633,3.9264626783739796,0.6758080046266263,-1.4722791233108172,1.1189998725513208
multimodal_alpha=0.4,6.270833333333333,2.0487758879118254,forage_dynamic,7.816788597870837,2.0162016528966027,3.958639803332153,0.679436699174455,,
multimodal_alpha=0.4,6.270833333333333,2.0487758879118254,forage_phonologicaldynamicglobal,7.708188446535999,2.002706911892996,4.481781186608459,1.0014450669415484,-0.08966285081177454,0.09287409063692104
multimodal_alpha=0.4,6.270833333333333,2.0487758879118254,forage_phonologicaldynamiclocal,7.792499466461778,2.0091647210339683,4.263276939912635,1.060142259443124,-0.0447560547831938,0.11395245103325413
multimodal_alpha=0.4,6.270833333333333,2.0487758879118254,forage_phonologicaldynamicswitch,7.725895560331523,2.0136487927342803,3.961800763401891,0.6787592661148232,-1.2421511912310657,1.139858329425733
multimodal_alpha=0.5,6.3125,2.0402843960258745,forage_dynamic,7.809033322539225,2.0148610944601395,3.9923873600916155,0.6718887527487546,,
multimodal_alpha=0.5,6.3125,2.0402843960258745,forage_phonologicaldynamicglobal,7.6993371876753365,2.0019358990619236,4.532216967755715,0.995923746629557,-0.09169640434983273,0.09319093214154035
multimodal_alpha=0.5,6.3125,2.0402843960258745,forage_phonologicaldynamiclocal,7.777655557596184,2.0104374963965346,4.364778156234405,1.0800592072431172,-0.05672181870213606,0.11938138779894929
multimodal_alpha=0.5,6.3125,2.0402843960258745,forage_phonologicaldynamicswitch,7.72945247621579,2.0138106063240144,3.9950884245085536,0.6714363246913542,-0.9875175385461322,1.1273125202352479
multimodal_alpha=0.6000000000000001,6.317708333333333,2.0811903040320994,forage_dynamic,7.792250055557421,2.014363459849206,4.027899033293059,0.6749224758868512,,
multimodal_alpha=0.6000000000000001,6.317708333333333,2.0811903040320994,forage_phonologicaldynamicglobal,7.680211239713143,2.000462482244699,4.5848673714614145,0.9949084740861043,-0.09418069444644996,0.0928116972599702
multimodal_alpha=0.6000000000000001,6.317708333333333,2.0811903040320994,forage_phonologicaldynamiclocal,7.748039144370629,2.009646803689265,4.499457058335136,1.1176967472575088,-0.07453336475127523,0.12075632799015565
multimodal_alpha=0.6000000000000001,6.317708333333333,2.0811903040320994,forage_phonologicaldynamicswitch,7.725895189730198,2.012544576686347,4.030119910978619,0.6744190369086512,-0.7811825676289348,1.065182644534049
multimodal_alpha=0.7000000000000001,6.338541666666667,2.0194300862530223,forage_dynamic,7.77853172426022,2.012826822296182,4.059478309264164,0.655423306535887,,
multimodal_alpha=0.7000000000000001,6.338541666666667,2.0194300862530223,forage_phonologicaldynamicglobal,7.664149803738209,1.9983316319539868,4.631251312113792,0.980009038577588,-0.09607123161397783,0.09377445410500396
multimodal_alpha=0.7000000000000001,6.338541666666667,2.0194300862530223,forage_phonologicaldynamiclocal,7.721336376180946,2.0063588120562517,4.635235419033642,1.1565447574194936,-0.1038310715117976,0.23178194696179338
multimodal_alpha=0.7000000000000001,6.338541666666667,2.0194300862530223,forage_phonologicaldynamicswitch,7.728135739995122,2.0137703194188243,4.061189287100211,0.655174405421604,-0.5814892042026971,0.9917713555076909
multimodal_alpha=0.8,6.3125,1.9938055112439295,forage_dynamic,7.7679643287887785,2.0141066227841313,4.087701800348282,0.6490467165125778,,
multimodal_alpha=0.8,6.3125,1.9938055112439295,forage_phonologicaldynamicglobal,7.652420982986893,1.9996828943496676,4.680874522348241,0.9850735702704123,-0.09878934276342882,0.09484865793344391
multimodal_alpha=0.8,6.3125,1.9938055112439295,forage_phonologicaldynamiclocal,7.6987239021915626,2.0086576482141276,4.804206221475398,1.2106389264795145,-0.12595728718602037,0.2198599883139287
multimodal_alpha=0.8,6.3125,1.9938055112439295,forage_phonologicaldynamicswitch,7.737689653584453,2.0166918386030876,4.088694783625667,0.6491612086468479,-0.3865369259304235,0.8513491553173381
multimodal_alpha=0.9,6.260416666666667,1.9986703479369035,forage_dynamic,7.763346171141676,2.009979886977099,4.100024876636263,0.645032212587785,,
multimodal_alpha=0.9,6.260416666666667,1.9986703479369035,forage_phonologicaldynamicglobal,7.64700172086681,1.994205697146871,4.7004634764285145,0.9833874891118904,-0.09995412039118119,0.09503778871514526
multimodal_alpha=0.9,6.260416666666667,1.9986703479369035,forage_phonologicaldynamiclocal,7.6865735517088725,2.0045443130044385,4.908771452697601,1.2237218200920497,-0.14305847284548687,0.23699707528981878
multimodal_alpha=0.9,6.260416666666667,1.9986703479369035,forage_phonologicaldynamicswitch,7.744789883921693,2.0130135068487993,4.100644999985065,0.6451779086400377,-0.2245737340083157,0.6853207405668404
