SID,entry
821,goose
821,swan
822,dog
822,cat
822,lion
822,turtle
822,fish
822,gerbil
822,giraffe
822,elephant
822,rhinoceros
822,hippopotamus
822,ostrich
822,bird
822,toucan
822,lion
822,bear
822,tiger
822,rat
822,whale
822,jellyfish
822,stingray
822,clownfish
822,swordfish
822,turtle
822,snake
823,dog
823,cat
823,hamster
823,bunny
823,lizard
823,snake
823,turtle
823,kangaroo
823,zebra
823,tiger
823,lion
823,gazelle
823,reindeer
823,doe
823,skunk
823,snail
823,butterfly
823,worm
823,blue jay
823,bird
823,swan
823,canary
823,cardinal
823,parakeet
824,dog
824,bear
824,cat
824,lion
824,cheetah
824,tiger
824,penguin
824,zebra
824,gorilla
824,alligator
824,crocodile
824,koala
824,lizard
824,iguana
824,fish
824,jellyfish
824,shark
824,whale
824,dog
825,dog
825,cat
825,mouse
825,rat
825,muskrat
825,frog
825,fish
825,giraffe
825,horse
825,elephant
825,zebra
825,leopard
825,cheetah
825,tiger
825,eagle
825,cockatoo
825,dog
825,cat
825,ferret
825,goldfish
825,bass
825,crappie
825,tapir
825,elephant
825,crocodile
826,snail
826,eagle
826,canary
826,crow
826,bird
826,dog
826,cat
826,mouse
826,lizard
826,frog
826,slug
826,crane
826,flamingo
826,egret
826,snake
826,hippopotamus
826,giraffe
826,lion
827,dog
827,cat
827,bird
827,elephant
827,giraffe
827,gorilla
827,monkey
827,ostrich
827,armadillo
827,pangolin
827,lion
827,puma
827,cheetah
827,octopus
827,tiger
827,eagle
827,hawk
827,horse
827,zebra
827,baboon
827,hyena
828,gorilla
828,monkey
828,salamander
828,horse
828,pig
828,cow
828,chicken
828,goat
828,donkey
828,bird
828,snake
828,rat
828,mouse
828,mole
828,dog
828,cat
828,hamster
828,guinea pig
828,spider
828,fly
828,bee
828,wasp
828,centipede
828,bat
829,dog
829,cat
829,rabbit
829,gerbil
829,mouse
829,chinchilla
829,iguana
829,bird
829,owl
829,fish
829,snake
829,lion
829,bear
829,peacock
829,mouse
830,cat
830,dog
830,fish
830,frog
830,duck
830,eagle
830,zebra
830,giraffe
830,alligator
830,shark
830,whale
830,ladybug
830,worm
830,fly
830,bee
830,snake
830,hawk
830,vulture
830,elephant
830,panda
830,panther
830,wolf
830,mountain lion
830,fox
830,antelope
830,deer
830,turtle
830,toad
830,owl
831,cat
831,dog
831,tiger
831,lion
831,pig
831,sheep
831,cow
831,bird
831,eagle
831,lion
831,cheetah
831,whale
831,dolphin
831,fish
831,seal
831,sealion
831,shark
831,badger
831,honey badger
831,grasshopper
831,penguin
831,giraffe
831,sealion
832,dog
832,cat
832,fish
832,pig
832,cow
832,horse
832,chicken
832,bear
832,lion
832,tiger
832,koala
832,giraffe
832,polar bear
832,bird
832,snake
832,iguana
832,lizard
833,dog
833,cat
833,mouse
833,tiger
833,penguin
833,giraffe
833,elephant
833,lion
833,horse
833,donkey
833,meerkat
833,cheetah
833,polar bear
834,dog
834,cat
834,cow
834,chicken
834,pig
834,lion
834,zebra
834,elephant
834,moose
834,deer
834,rat
834,tiger
834,fish
834,groundhog
834,possum
834,horse
835,dog
835,human
835,ape
835,insect
835,spider
835,elephant
835,tiger
835,moonglow boa
835,monkey
835,white tiger
835,bird
835,peacock
835,whale
835,fish
835,tuna
835,cod
835,giraffe
837,bonobo
837,orangutan
837,chimpanzee
837,monkey
837,whale
837,dolphin
837,tuna
837,goldfish
837,salmon
837,trout
837,tuna
837,gorilla
837,giraffe
837,rhino
837,cheetah
837,lion
837,leopard
837,panther
837,dog
837,cat
837,panther
837,pig
837,horse
837,elephant
838,panda
838,red panda
838,fox
838,wolf
838,lion
838,tiger
838,monkey
838,snake
838,horse
838,chicken
838,pig
838,mouse
838,cat
838,dog
838,rabbit
838,mountain lion
838,sheep
838,eagle
838,bluebird
838,blue jay
838,crow
839,lion
839,tiger
839,bear
839,zebra
839,cat
839,dog
839,polar bear
839,grizzly bear
839,black bear
839,brown bear
839,fish
839,shark
839,penguin
839,otter
839,seal
839,hippo
839,pig
839,horse
839,cow
839,llama
839,alpaca
839,camel
839,bird
840,dog
840,cat
840,snake
840,turtle
840,centipede
840,mouse
840,caribou
840,wolf
840,husky
840,frog
840,scorpion
840,grasshopper
840,cockroach
840,black bear
840,polar bear
840,grizzly bear
840,antelope
840,deer
840,tiger
840,lion
840,swordfish
840,gopher
840,porcupine
840,rat
840,mouse
840,viper
840,cottonmouth
841,giraffe
841,elephant
841,cat
841,dog
841,praying mantis
841,shrimp
841,whale
841,lion
841,tiger
841,hyena
841,dingo
841,crab
841,scorpion
841,bird
841,eagle
841,hawk
841,horse
841,cow
841,chicken
841,pig
841,goat
841,snake
841,cricket
841,frog
841,salamander
841,crocodile
841,alligator
841,armadillo
841,anteater
842,dog
842,cat
842,spider
842,ant
842,centipede
842,penguin
842,dinosaur
842,tiger
842,lion
842,horse
842,mouse
842,hamster
842,gerbil
842,guinea pig
842,pig
842,hog
842,boar
842,bat
842,whale
842,rhino
842,gopher
842,camel
843,lion
843,tiger
843,bear
843,cat
843,turtle
843,flamingo
843,shark
843,octopus
843,clam
843,lobster
843,dolphin
843,alligator
843,bird
843,pterodactyl
843,dinosaur
843,amphibian
843,crab
843,shrimp
843,elephant
844,dog
844,cat
844,penguin
844,pig
844,rhino
844,zebra
844,leopard
844,cheetah
844,tiger
844,deer
844,bear
844,moose
844,elephant
844,giraffe
844,hippo
844,hyena
844,snake
844,horse
844,sheep
844,cow
844,pig
844,chicken
844,eagle
844,crow
844,bird
844,hedgehog
844,groundhog
844,beaver
845,dog
845,cat
845,shark
845,mouse
845,lion
845,giraffe
845,chimpanzee
845,tiger
845,gorilla
845,horse
845,polar bear
845,lizard
845,fish
845,gazelle
846,dog
846,cat
846,canary
846,crow
846,eagle
846,cow
846,pig
846,jaguar
846,cheetah
846,rooster
846,llama
846,frog
846,fish
846,shark
846,dolphin
846,starfish
846,clam
846,oyster
846,horseshoe crab
846,osprey
846,leech
846,grasshopper
846,beetle
846,stinkbug
846,lion
846,tiger
846,bear
846,mountain lion
846,hedgehog
846,wolverine
847,monkey
847,elephant
847,rhino
847,dog
847,cat
847,otter
847,manatee
847,shark
847,bengal tiger
847,lion
847,african elephant
847,asian elephant
847,woolly mammoth
847,dinosaur
847,stingray
847,shrimp
847,siberian cat
847,husky
847,polar bear
847,grizzly bear
847,black bear
847,wolf
847,fox
847,chimpanzee
847,gorilla
848,cat
848,mouse
848,rat
848,dog
848,lion
848,tiger
848,bengal tiger
848,polar bear
848,grizzly bear
848,sun bear
848,black bear
848,giraffe
848,bear
848,okapi
848,zebra
848,deer
848,elk
848,horse
848,whale
848,blue whale
848,sperm whale
848,humpback whale
848,shark
848,hammerhead shark
848,great white shark
848,whale shark
848,orca
848,dolphin
848,jellyfish
848,goldfish
849,giraffe
849,zebra
849,cat
849,parrot
849,dog
849,bunny
849,bird
849,snake
849,jellyfish
849,shark
849,whale
849,horse
849,platypus
849,penguin
849,tiger
849,lion
849,zebra
849,rhino
849,monkey
849,gorilla
849,flamingo
849,owl
849,duck
849,goose
849,alligator
849,crocodile
850,bear
850,cheetah
850,snake
850,bobcat
850,cat
850,parakeet
850,raccoon
850,rabbit
850,jaguar
850,kangaroo
851,dog
851,bird
851,human
851,monkey
851,dragon
851,unicorn
851,griffon
851,cat
851,turtle
851,meerkat
851,bobcat
851,lion
851,tiger
851,walrus
851,hippo
851,seal
851,whale
851,killer whale
851,jellyfish
851,koi fish
851,suckerfish
851,manatee
851,alligator
851,crocodile
851,iguana
851,ostrich
851,ox
851,mule
851,donkey
851,horse
851,camel
852,cat
852,dog
852,iguana
852,elephant
852,tiger
852,manatee
852,lizard
852,penguin
852,hyena
852,cheetah
852,worm
852,antelope
852,anteater
852,hippo
852,crocodile
852,alligator
852,seagull
852,cardinal
852,ant
852,spider
852,bear
852,fish
852,shark
852,octopus
852,mosquito
853,dog
853,cat
853,fish
853,crab
853,shark
853,whale
853,manatee
853,snake
853,walrus
853,otter
854,dog
854,cat
854,dolphin
854,crocodile
854,sheep
854,bear
854,pig
854,cow
854,cat
854,insect
854,parakeet
854,rhino
854,lion
854,giraffe
854,hippo
854,deer
854,gazelle
854,meerkat
854,fish
854,goldfish
854,bird
854,frog
855,lion
855,zebra
855,giraffe
855,alligator
855,gazelle
855,wildebeest
855,bear
855,salmon
855,whale
855,squid
855,octopus
855,shellfish
855,crab
855,snail
855,dog
855,cat
855,mouse
855,canary
855,eagle
855,blackbird
855,crow
855,lion
855,dolphin
855,anglerfish
855,puma
855,rabbit
855,squirrel
855,mole
855,chipmunk
856,lion
856,tiger
856,bear
856,monkey
856,caterpillar
856,dog
856,cat
856,german shepherd
856,chicken
856,goat
856,cow
856,squirrel
856,deer
856,polar bear
856,bison
856,sheep
856,orangutan
856,bird
856,grasshopper
857,cat
857,dog
857,lion
857,shark
857,dolphin
857,blue jay
857,fox
857,monkey
857,gorilla
857,snake
857,giraffe
857,alligator
857,goldfish
858,cat
858,kangaroo
858,dog
858,rabbit
858,shark
858,octopus
858,cow
858,chicken
858,rooster
858,frog
858,toad
858,chicken
858,turtle
858,lizard
858,whale
858,fish
858,shark
858,octopus
858,gerbil
858,hamster
858,dolphin
858,starfish
859,dog
859,cat
859,parrot
859,bird
859,toucan
859,butterfly
859,lizard
859,horse
859,cow
859,chicken
859,donkey
859,goose
859,dolphin
859,whale
859,killer whale
859,shark
859,eel
859,fish
859,catfish
859,blowfish
859,pufferfish
859,shellfish
859,goat
859,lamb
859,donkey
859,elephant
859,zebra
859,flamingo
860,dog
860,cat
860,bird
860,parakeet
860,cheetah
860,lion
860,rhino
860,frog
860,gorilla
860,ostrich
860,lizard
860,cow
860,goat
860,chicken
860,rooster
860,puma
861,dog
861,cat
861,bird
861,snake
861,rabbit
861,bunny
861,ant
861,anteater
861,mammoth
861,sabertoothed tiger
861,tiger
861,lion
861,bird
861,eagle
861,camel
861,horse
862,dog
862,cat
862,ferret
862,pig
862,cow
862,chicken
862,dolphin
862,gorilla
862,sparrow
862,crow
862,frog
862,mouse
862,rat
862,horse
862,llama
862,chicken
862,giraffe
862,rhinoceros
862,shark
862,toucan
862,lemur
862,monkey
863,dog
863,cat
863,chicken
863,cow
863,giraffe
863,lion
863,antelope
863,hyena
863,tiger
863,lion
863,snake
863,penguin
863,bird
863,skunk
863,anteater
863,eagle
863,bear
863,polar bear
863,puma
863,mountain lion
863,ram
863,bull
863,horse
864,dog
864,cat
864,snake
864,gerbil
864,cow
864,mouse
864,deer
864,pig
864,horse
864,ox
864,bird
864,pelican
864,eagle
864,rattlesnake
864,scorpion
864,seagull
864,alligator
864,lizard
864,spider
864,coyote
864,wolf
864,bear
865,dog
865,zebra
865,goat
865,bat
865,baboon
865,elephant
865,giraffe
865,turtle
865,horse
865,mouse
865,lizard
865,alligator
865,chimpanzee
865,bird
865,owl
865,groundhog
865,raccoon
865,fish
866,dog
866,cow
866,elephant
866,giraffe
866,groundhog
866,squirrel
866,raccoon
866,possum
866,deer
866,cat
866,mouse
866,fish
866,eagle
866,canary
866,crow
866,bluebird
866,mole
866,vole
866,ferret
866,lion
866,tiger
867,ant
867,dog
867,cat
867,squirrel
867,elephant
867,zebra
867,hippo
867,crocodile
867,shark
867,sea cucumber
867,stingray
867,octopus
867,jellyfish
867,bird
867,blue jay
867,cardinal
867,hamster
867,mouse
867,rat
867,beaver
867,crane
867,mink
867,lion
867,bobcat
867,panther
867,jaguar
867,frog
867,lizard
868,cat
868,fox
868,wolf
868,dog
868,lemur
868,chimpanzee
868,gorilla
868,orangutan
868,bonobo
868,whale
868,dolphin
868,fish
868,shark
868,dolphin
868,eagle
868,woodpecker
868,blowfish
868,swordfish
869,cat
869,dog
869,bear
869,hen
869,elephant
869,giraffe
869,zebra
869,tiger
869,salmon
869,shark
869,whale
869,fish
869,cow
869,pig
869,hawk
869,chicken
869,bird
869,insect
869,crocodile
869,guinea pig
869,fish
869,pig
869,chinchilla
869,hamster
869,gerbil
870,tiger
870,lion
870,bear
870,eagle
870,cockroach
870,ant
870,falcon
870,flamingo
870,roadrunner
870,kangaroo
870,tasmanian devil
870,zebra
870,leopard
870,mountain lion
870,cat
870,chihuahua
870,golden retriever
870,wolf
870,pig
870,cow
870,horse
870,gopher
871,aardvark
871,bat
871,cat
871,dog
871,elephant
871,fish
871,giraffe
871,iguana
871,jaguar
871,monkey
871,gnat
871,praying mantis
871,bee
871,beetle
871,bear
872,okapi
872,lion
872,snow leopard
872,otter
872,eagle
872,snowy owl
872,bear
872,boa constrictor
872,green tree python
872,kiwi
872,cat
872,black panther
872,tiger
872,elephant
872,crane
872,parrot
872,armadillo
872,copperhead
872,canary
872,sparrow
872,horse
872,grackle
873,frog
873,toad
873,cat
873,dog
873,whale
873,fish
873,dolphin
873,shark
873,chicken
873,sheep
873,wolf
873,human
873,rat
873,snake
873,anaconda
873,bird
873,salamander
874,cat
874,dog
874,dinosaur
874,sabertoothed tiger
874,lion
874,jaguar
874,panther
874,beetle
874,dragonfly
874,ocelot
874,lion
874,sealion
874,seal
874,shark
874,pleco
874,platypus
874,caterpillar
874,spider
874,black widow
874,wolverine
874,bear
874,bengal tiger
874,crane
874,heron
874,flamingo
874,polar bear
875,cat
875,dog
875,fish
875,bird
875,whale
875,dolphin
875,giraffe
875,elephant
875,hippo
875,flamingo
875,parakeet
875,emu
875,rhino
875,rabbit
875,lizard
875,snake
875,shark
875,mouse
875,rat
875,ferret
875,guinea pig
875,hamster
875,gerbil
875,chinchilla
875,sugar glider
875,squirrel
875,chipmunk
875,raccoon
875,possum
875,llama
875,alpaca
876,elephant
876,giraffe
876,monkey
876,dog
876,cat
876,goose
876,swan
876,penguin
876,monkey
876,gorilla
876,hummingbird
876,sparrow
876,eagle
876,snake
876,rat
876,mouse
876,cat
877,dog
877,cat
877,lizard
877,chicken
877,turkey
877,doe
877,cow
877,deer
877,bear
877,shark
877,elk
877,moose
877,pigeon
877,bluebird
877,hummingbird
877,polar bear
877,snake
877,spider
877,caterpillar
877,cricket
877,locust
877,horsefly
877,owl
877,tuna
877,bluegill
877,carp
877,bass
877,raccoon
878,dog
878,elephant
878,giraffe
878,monkey
878,pig
878,horse
878,cow
878,sheep
878,manatee
878,whale
878,seal
878,kangaroo
878,crocodile
878,hippopotamus
878,lion
878,cheetah
878,leopard
878,panther
878,panda
878,grizzly bear
878,deer
878,gazelle
878,bird
879,rabbit
879,monkey
879,llama
879,kangaroo
879,orangutan
879,koala
879,bat
879,giraffe
879,cheetah
879,rhino
879,polar bear
879,penguin
901,dog
901,cat
901,elephant
901,swan
901,goose
901,bear
901,panther
901,flamingo
901,lion
901,tiger
901,whale
901,dolphin
901,turtle
901,leopard
901,giraffe
901,gazelle
901,deer
901,cow
901,chicken
901,cardinal
901,pig
901,horse
901,sheep
901,goat
901,gorilla
901,rhino
901,anteater
902,fish
902,lizard
902,dog
902,cat
902,bird
902,turtle
902,horse
902,bear
902,lion
902,tiger
902,bobcat
902,coyote
902,frog
902,fly
902,dragonfly
902,ladybug
902,bumblebee
902,bedbug
902,butterfly
902,polar bear
902,black bear
902,grizzly bear
902,deer
902,pig
902,cow
903,cat
903,dog
903,ferret
903,hamster
903,tiger
903,lion
903,zebra
903,bear
903,red panda
903,panda
903,raccoon
903,dolphin
903,fish
903,shark
903,bird
903,rat
903,mouse
903,cheetah
903,leopard
903,squirrel
904,dog
904,cat
904,hamster
904,guinea pig
904,bird
904,iguana
904,chameleon
904,lion
904,jaguar
904,panther
904,monkey
904,frog
904,whale
904,dolphin
904,fish
904,shark
904,octopus
904,beaver
904,horse
904,pig
904,sheep
904,camel
904,spider
905,dog
905,cat
905,squirrel
905,frog
905,whale
905,dolphin
905,turtle
905,seahorse
905,fish
905,shark
905,monkey
905,bat
905,lizard
905,snake
906,cat
906,dog
906,hamster
906,lion
906,tiger
906,elephant
906,zebra
906,giraffe
906,fish
906,shark
906,whale
906,starfish
906,leopard
906,dog
906,cat
906,hamster
906,horse
906,pig
906,gerbil
906,crocodile
906,rat
906,alligator
906,toucan
906,eagle
907,cat
907,dog
907,zebra
907,leopard
907,lion
907,monkey
907,capybara
907,alligator
907,crocodile
907,squid
907,shark
907,jellyfish
907,starfish
907,sponge
908,lion
908,tiger
908,lynx
908,leopard
908,cat
908,dog
908,fish
908,mouse
908,rat
908,horse
908,cow
908,pig
908,goat
908,sheep
908,sunfish
908,catfish
908,starfish
908,jellyfish
908,lemur
908,monkey
908,gorilla
908,orangutan
908,gecko
908,lizard
908,salamander
908,hamster
908,gerbil
908,skunk
908,mink
908,fox
908,turtle
908,hare
908,rabbit
909,antelope
909,anteater
909,orangutan
909,chimpanzee
909,capybara
909,dog
909,cat
909,moose
909,reindeer
909,elephant
909,tiger
909,lion
909,jaguar
909,mouse
909,rat
909,guinea pig
909,lizard
909,snake
910,shark
910,fish
910,starfish
910,lion
910,tiger
910,bear
910,aardvark
910,zebra
910,quail
910,rhino
910,flamingo
910,whale
910,octopus
910,squid
910,porcupine
910,gorilla
910,orangutan
910,iguana
910,snake
910,tortoise
910,three toed sloth
910,koala
910,toucan
911,dog
911,lion
911,tiger
911,sheep
911,goat
911,frog
911,leech
911,tapeworm
911,earthworm
911,human
911,cat
911,panther
911,cheetah
911,hyena
911,zebra
911,horse
911,cow
911,bull
911,bird
912,dog
912,cat
912,hamster
912,snake
912,elephant
912,giraffe
912,sheep
912,pig
912,cow
912,horse
912,alpaca
912,llama
912,shark
912,dolphin
912,seahorse
912,whale
912,guinea pig
912,starfish
912,crab
912,lobster
912,gerbil
912,monkey
912,gorilla
912,jaguar
912,tiger
913,dog
913,cat
913,cow
913,pig
913,fish
913,monkey
913,gorilla
913,lion
913,tiger
913,deer
913,zebra
913,giraffe
913,elephant
913,hippo
913,ox
913,opossum
913,raccoon
913,squirrel
913,hamster
913,guinea pig
913,ferret
913,horse
913,kangaroo
913,koala
913,orangutan
5501,cat
5501,dog
5501,horse
5501,pig
5501,guinea pig
5501,cow
5501,alligator
5501,crocodile
5501,monkey
5501,goat
5501,sheep
5501,llama
5501,alpaca
5501,reindeer
5501,deer
5501,unicorn
5501,horse
5501,pony
5501,rat
5501,mouse
5501,snake
5501,pigeon
5501,seagull
5501,swan
5501,eagle
5501,fish
5501,shark
5501,dolphin
5501,whale
5502,cat
5502,dog
5502,guinea pig
5502,fish
5502,bearded dragon
5502,snapping turtle
5502,zebra
5502,lion
5502,tiger
5502,bear
5502,horse
5502,kitten
5502,puppy
5502,kitten
5502,lizard
5502,komodo dragon
5502,fruit bat
5502,fruit bat
5502,arctic fox
5502,fennec fox
5503,aardvark
5503,anteater
5503,zebra
5503,giraffe
5503,dog
5503,cat
5503,bird
5503,raccoon
5503,possum
5503,squirrel
5503,bat
5503,mammal
5503,platypus
5503,dolphin
5503,shark
5503,squid
5503,octopus
5503,snake
5504,giraffe
5504,monkey
5504,elephant
5504,lion
5504,tiger
5504,cheetah
5504,frog
5504,bee
5504,monkey
5504,armadillo
5504,porcupine
5504,buffalo
5504,cow
5504,chicken
5504,horse
5504,sheep
5504,salamander
5504,toad
5504,starfish
5505,dog
5505,cat
5505,fish
5505,giraffe
5505,orangutan
5505,octopus
5505,lion
5505,bird
5505,snake
5505,rat
5505,bug
5505,dolphin
5505,whale
5505,duck
5505,pheasant
5505,platypus
5505,squirrel
5505,puffin
5505,cardinal
5505,hawk
5506,dog
5506,bear
5506,dolphin
5506,gorilla
5506,elephant
5506,cardinal
5506,lion
5506,monkey
5506,kangaroo
5506,penguin
5506,seahorse
5506,shark
5506,whale
5507,cat
5507,dog
5507,zebra
5507,emu
5507,lion
5507,penguin
5507,snake
5507,giraffe
5507,monkey
5507,fish
5507,kangaroo
5508,frog
5508,caterpillar
5508,dog
5508,caterpillar
5508,elephant
5508,giraffe
5508,cheetah
5508,lion
5508,jaguar
5508,monkey
5508,orangutan
5508,gorilla
5508,lizard
5508,centipede
5508,person
5508,dinosaur
5508,bird
5508,canary
5508,falcon
5508,peacock
5508,pigeon
5508,deer
5508,antelope
5509,falcon
5509,dog
5509,wolf
5509,coyote
5509,quail
5509,tiger
5509,lion
5509,panther
5509,leopard
5509,elephant
5509,hippo
5509,spider
5509,lizard
5509,turtle
5509,fish
5509,flamingo
5509,alligator
5509,crocodile
5509,goose
5510,tiger
5510,lion
5510,hamster
5510,gerbil
5510,elephant
5510,kangaroo
5510,snake
5510,koala
5510,bird
5510,ostrich
5510,monkey
5510,gorilla
5510,alligator
5510,bear
5510,shark
5510,flamingo
5511,elephant
5511,hippo
5511,giraffe
5511,zebra
5511,octopus
5511,horse
5511,camel
5511,cheetah
5511,orangutan
5511,whale
5511,cow
5511,donkey
5511,giraffe
5511,lion
5511,cat
5511,dog
5511,bird
5511,fish
5512,cat
5512,dog
5512,horse
5512,mouse
5512,chicken
5512,bird
5512,fish
5512,rat
5512,cow
5512,goat
5512,lemur
5512,monkey
5513,tiger
5513,lion
5513,bear
5513,polar bear
5513,black bear
5513,brown bear
5513,koala
5513,marsupial
5513,kangaroo
5513,possum
5513,wombat
5513,spider
5513,insect
5513,butterfly
5513,cardinal
5513,robin
5513,blue jay
5513,canary
5513,cat
5513,dog
5513,fish
5513,lizard
5513,komodo dragon
5513,capybara
5513,snake
5513,python
5514,cat
5514,dog
5514,giraffe
5514,pig
5514,horse
5514,cow
5514,chicken
5514,whale
5514,shark
5514,jellyfish
5514,frog
5514,alligator
5514,hedgehog
5514,sloth
5514,skunk
5514,deer
5514,raccoon
5515,orangutan
5515,gorilla
5515,giraffe
5515,horse
5515,lion
5515,tiger
5515,brown bear
5515,grizzly bear
5515,dog
5515,cat
5515,elephant
5515,sealion
5515,human
5515,bird
5515,polar bear
5515,zebra
5515,antelope
5515,hyena
5515,raccoon
5515,opossum
