word,distance_to_centroid,distance_to_domain,distance_to_first_item,ID
alligator,0.7685755957017599,1.172180497123028,1.0924049935775169,4
bird,0.7570731813868306,1.0737931483409942,1.1090797603865408,4
monkey,0.7430525400013785,1.0776578204652905,0.0,5
giraffe,0.7739363935993263,1.1884427465885492,1.158683011978648,5
elephant,0.7150244222615005,1.0461949098088636,1.0744040335030896,5
tiger,0.7585636448064671,1.1369978991343088,0.985557319304623,5
cheetah,0.7584386764996603,1.1395872374057958,1.074157562860689,5
lion,0.7531955506486625,1.058551939504521,0.9834021462067235,5
kangaroo,0.7617114067990164,1.1105409242026874,1.0776500825738193,5
opossum,0.7709312149968559,1.1629314908750732,1.168921539796274,5
raccoon,0.7904217031296092,1.1692551007961864,1.1304165067633039,5
quokka,0.7354151468595695,1.0707774015536164,1.1068190924757815,5
cat,0.7477697224583547,1.0192089061953933,1.0166223194661992,5
dog,0.7540053629769485,0.9269403591208584,1.0239431717162413,5
bird,0.7512992887507874,1.0737931483409942,1.1222629423776502,5
parrot,0.7883853300932742,1.1556004162000015,1.0371735109005824,5
turtle,0.7766613591123235,1.1889045258357533,1.11536810198824,5
fish,0.7850326138387508,0.9885987955423701,1.060962409626664,5
whale,0.7975566936241517,1.1430481592310042,1.153839943893535,5
starfish,0.8517058887894173,1.201700587530752,1.1877501106433692,5
honey badger,0.7951664519239802,1.1651304791470407,1.1515739903560556,5
wombat,0.762449875221184,1.2285356231169922,1.181730576679457,5
goose,0.8193139626951017,1.2294406812667837,0.0,6
duck,0.7815951470795194,1.178730043650054,0.8518944602014417,6
chicken,0.7930777300409247,1.1216453062598462,1.0980904907186495,6
snake,0.749170721308592,1.1086529518216863,1.1716738518843592,6
lizard,0.7565270017620862,1.15827964655824,1.305997039246444,6
alligator,0.7316687586811049,1.172180497123028,1.1750290436909432,6
turtle,0.7838623569376656,1.1889045258357533,1.1644233840536566,6
frog,0.7654390377898751,1.0931126652960574,1.1404436098728072,6
newt,0.8417427858200041,1.263853340581457,1.2670304370835428,6
skunk,0.8289000651547229,1.1773556800130514,1.206051306433934,6
stegosaurus,0.7756835403897478,1.2114675224452809,1.2247188452508995,6
velociraptor,0.7574462660123334,1.23768783844786,1.1677369061484104,6
tyrannosaurus rex,0.8241346271385122,1.2746881582616167,1.2119423138066359,6
triceratops,0.7849870982567978,1.180087212157795,1.2070765524070077,6
crow,0.7865971568899425,1.2192807729179764,1.0917864670077697,6
raven,0.8580183178291123,1.2406303899720232,1.1999215836779173,6
pigeon,0.7847187256494723,1.1202121094164363,1.0459819529490926,6
pheasant,0.7638028060625902,1.204832306555898,0.9940684332914251,6
deer,0.7859059490018657,1.0670022123976246,1.1216761193253322,6
bear,0.8257924775369787,1.123889483266586,1.121126225564397,6
horse,0.7551169105904098,0.965888696108949,1.1162473328005396,6
monkey,0.7986686404567874,1.0776578204652905,1.1204971314898922,6
gorilla,0.7987733646911571,1.1124524595952483,1.1840308570899247,6
caiman,0.8283265539138633,1.1783868556886186,1.2316241990166474,6
salamander,0.7576726096354962,1.1887950155232851,1.2466200144090696,6
boa constrictor,0.8586170561114652,1.2291137558257714,1.3027579563904548,6
ant,0.8053347241544749,1.1858999298076058,0.0,7
alligator,0.7823985831303528,1.172180497123028,1.2197659652474817,7
possum,0.7374215968885294,1.1384574350749013,1.0778732972143188,7
elephant,0.7364969295722775,1.0461949098088636,1.0237655198618376,7
giraffe,0.8309759033655545,1.1884427465885492,1.1701258605022853,7
tiger,0.7935875482594438,1.1369978991343088,1.252422979975634,7
lion,0.7736427916516656,1.058551939504521,1.1797100017801432,7
bear,0.7920156815453719,1.123889483266586,1.1796715398501432,7
dog,0.7281338288358632,0.9269403591208584,1.120906543570637,7
cat,0.7297906905745087,1.0192089061953933,1.1306459791942027,7
rat,0.7052603426439734,1.0799510283288585,1.0978542675496021,7
raccoon,0.8006406635537809,1.1692551007961864,1.199854844959399,7
deer,0.7710679227366737,1.0670022123976246,1.161199056627608,7
stinkbug,0.8069857308775341,1.1370332974089012,1.1130026546528173,7
scorpion,0.863837371943204,1.2141302043940712,1.2331046292177412,7
spider,0.7656159930976382,1.1726798248185308,1.0768099098076582,7
wolf,0.7690266162197273,1.0770628836108005,1.1513937396572864,7
